,Substrate,Formula_S,C_Sn,H_Sn,O_Sn,MW_S,N_electrons,ParametersType,CellVoltage,CurrentDensity,FaradaicEfficiency,EnergyEfficiency,ByProducts,ByP_FE,Xco2,ElectricityPrice,CO2Price,CarbonTax,Conversion,ElectrolyzerPrice,PlantLife,StreamFactor,ScalingFactor,ElectrodeArea,I,Power,kWh,emol_curr,MaxProductionRate,ActualProductionRate,ActualProductionRate_mass,CO2rate_fed,CO2rate_conv,Cost_elec_h,Cost_CO2_h,Cost_electrolyzer_h,CT_savings_h,ProductionCost_hNOCT,ProductionCost_h,Cost_elec_mol,Cost_elec_mass,Cost_CO2_mass,Cost_electrolyzer_mass,CT_savings_mass,ProductionCost_massNOCT,ProductionCost_mass,CO2_ECons_mass,BioProduct,Formula_BP,MW_BP,Deg_RedBP,BoilP_degC,SubstratePathway,CO2_BProd_mass,YieldBP_Molar,YieldBP_Mass,Bioconversion,BioproductionCost_massNOCT,BioproductionCost_mass1,CO2_OverallCons_mass,CT_OverallSavings_mass,BioproductionCost_mass2
141,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,53777.57668556684,268887883.4278342,537775766.8556684,537775.7668556684,2786.826508714199,5016287.7156855585,4514658.944117003,126.45424262703403,367.94470394553565,220.76682236732137,13444.39417139171,20236.95871700446,484.6573241309197,37530.35980244463,34166.010212527086,-3364.349589917547,0.0029779423734567893,106.31825308578061,160.03384541783734,3.832669541664766,296.7900405930801,270.1847680452827,-26.605272547797426,1.745823768194589,Glycolate,C2H3O3,75.04192,2.5,112,CO_1:H2_0,3.3872880402159335,0.0737931034482759,0.197699970207685,90,1518.4893427789818,-149.5266484407797,6.424570731665018,1092.177024383053,426.31231839592874
142,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,65384.44272396665,326922213.61983323,653844427.2396665,653844.4272396665,3388.3099513027983,6098957.912345037,5489062.121110533,153.74698329366973,447.3585628705085,268.4151377223051,16346.110680991662,24604.720957877966,589.2613799924897,45630.57341279186,41540.09301886211,-4090.480393929749,0.0029779423734567897,106.31825308578063,160.0338454178374,3.832669541664767,296.79004059308016,270.18476804528274,-26.605272547797426,1.7458237681945894,Heptane,C7H16,100.20034,6.285714285714286,98,CO_1:H2_0,6.588300997781055,0.0454545454545454,0.162604816461653,90,1846.226356393872,-181.7991286190996,5.341260678765839,908.0143153901927,938.2120410036794
143,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,65659.63907161934,328298195.3580967,656596390.7161934,656596.3907161935,3402.570996965454,6124627.794537817,5512165.015084036,154.39408842299932,449.241448729349,269.54486923760936,16414.90976790484,24708.279680114192,591.7415201119263,45822.62777039359,41714.93096813096,-4107.6968022626315,0.0029779423734567906,106.31825308578065,160.0338454178374,3.832669541664767,296.7900405930803,270.18476804528285,-26.605272547797426,1.7458237681945898,Hexane,C6H14,86.17396,6.333333333333333,69,CO_1:H2_0,6.6392446163551115,0.0526315789473684,0.161923298070238,90,1853.9969319169315,-182.56430232278362,5.340527349760861,907.8896494593464,946.1072824575851
144,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,41489.97772830966,207449888.6415483,414899777.2830966,414899.7772830966,2150.066568734908,3870119.8237228342,3483107.8413505508,97.56080570387653,283.87328907006986,170.3239734420419,10372.494432077416,15613.030898853842,373.9183284815218,28955.075485147125,26359.44365941278,-2595.6318257343446,0.00297794237345679,106.31825308578064,160.03384541783737,3.832669541664767,296.79004059308016,270.1847680452828,-26.60527254779737,1.7458237681945894,Isobutanol,C5H10O,86.1309,5.6,108,CO_1:H2_0,4.087731580652243,0.0833333333333333,0.256250446269189,90,1171.5308293072346,-115.36141447708174,3.4822227945496182,591.9778750734351,579.5529542337995
145,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,34191.985973732735,170959929.86866367,341919859.73732734,341919.8597373273,1771.8747993112192,3189374.6387601946,2870437.1748841754,80.4000841373533,233.94062975306028,140.36437785183617,8547.996493433184,12866.734636418316,308.1469536205185,23861.94423481215,21722.878083472016,-2139.066151340132,0.0029779423734567897,106.31825308578063,160.03384541783737,3.832669541664766,296.79004059308016,270.18476804528274,-26.605272547797426,1.7458237681945892,Isobutyrate,C4H7O2,87.09568,4.75,155,CO_1:H2_0,3.0318380888696232,0.1,0.310944948232774,90,965.461248154312,-95.06960672622797,3.2065787045453176,545.118379772704,420.342868381608
146,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,100104.2942459114,500521471.229557,1001042942.459114,1001042.942459114,5187.539454813416,9337571.01866415,8403813.916797735,235.38830666532954,684.9108342190153,410.9465005314092,25026.073561477853,37670.09588204584,902.1655934202543,69860.90509033955,63598.33503694395,-6262.570053395604,0.0029779423734567906,106.31825308578065,160.03384541783737,3.832669541664768,296.7900405930801,270.1847680452828,-26.605272547797313,1.7458237681945894,Isoprene,C5H8,68.11622,5.6,34.07,CO_1:H2_0,8.6891610212416,0.0436734693877551,0.106207484790417,90,2826.5926683086204,-278.33644681758165,9.575127891265472,1627.7717415151303,1198.8209267934901
147,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,44599.87469659006,222999373.48295027,445998746.96590054,445998.74696590053,2311.2256213498567,4160206.118429742,3744185.5065867677,104.8735127838434,305.1511187868216,183.09067127209295,11149.968674147514,16783.311533275188,401.9455181740272,31125.4141162558,28335.225725596727,-2790.188390659074,0.0029779423734567906,106.31825308578065,160.0338454178374,3.832669541664768,296.7900405930803,270.1847680452828,-26.605272547797483,1.7458237681945896,Isopropanol,C3H8O,60.09382,6.0,82.5,CO_1:H2_0,4.394129046880367,0.111111111111111,0.238382403110001,90,1259.3433655820768,-124.00837291818121,3.743234120768208,636.3498005305954,622.9935650514814
148,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,30964.76530039705,154823826.50198525,309647653.0039705,309647.6530039705,1604.6358741638883,2888344.5734949987,2599510.116145499,72.81149850020059,211.86007446585813,127.11604467951487,7741.191325099263,11652.304095622198,279.0624125846886,21609.72759551753,19672.55783330615,-1937.1697622113788,0.0029779423734567897,106.31825308578063,160.03384541783737,3.832669541664766,296.7900405930801,270.18476804528274,-26.60527254779737,1.7458237681945892,Itaconate,C5H4O4,128.08086,3.2,381,CO_1:H2_0,2.1162587680208746,0.0750877192982456,0.343352362126308,90,874.3359037024953,-86.09643387606114,3.533343217735341,600.668347015008,273.6675566874874
149,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,98061.34946538231,490306747.32691157,980613494.6538231,980613.4946538231,5081.671302674353,9147008.344813835,8232307.510332452,230.5844636721589,670.9330620920947,402.5598372552568,24515.33736634558,36901.31841506521,883.7540506973893,68435.17233339365,62300.40983210818,-6134.762501285477,0.0029779423734567897,106.31825308578063,160.03384541783734,3.832669541664767,296.7900405930801,270.18476804528274,-26.60527254779737,1.7458237681945892,Limonene,C10H16,136.23244,5.6,176,CO_1:H2_0,8.538202699121346,0.0222916666666667,0.108420140723551,90,2768.9071036492523,-272.65611116824306,9.353345623334512,1590.068755966867,1178.8383476823853
150,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,36870.924530587705,184354622.65293851,368709245.30587703,368709.245305877,1910.7010061727062,3439261.8111108714,3095335.6299997843,86.69942239560497,252.2698538449824,151.36191230698944,9217.731132646926,13874.841961474032,332.2902354955633,25731.525092188203,23424.86332961652,-2306.6617625716826,0.00297794237345679,106.31825308578064,160.03384541783737,3.832669541664767,296.79004059308016,270.1847680452828,-26.60527254779737,1.7458237681945894,Lysine_L,C6H15N2O2,147.1932,4.833333333333333,,CO_1:H2_0,3.023480031241792,0.0548717948717949,0.288352555406036,90,1041.1050368718456,-102.51830055874122,3.703716071291073,629.6317321194824,411.4733047523632
151,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,24234.473443475217,121172367.21737608,242344734.43475217,242344.73443475217,1255.863078619031,2260553.541514256,2034498.1873628306,56.98568387857668,165.81160227007067,99.4869613620424,6058.618360868804,9119.638124853887,218.40729491235774,16912.783431547206,15396.66378063505,-1516.1196509121564,0.0029779423734567897,106.31825308578063,160.03384541783737,3.832669541664766,296.7900405930801,270.1847680452828,-26.605272547797313,1.7458237681945892,Malate_L,C4H4O5,132.06916,2.5,,CO_1:H2_0,1.4575116283665153,0.0930434782608696,0.438706676807972,90,684.2961680282245,-67.38309559609564,2.9641310988353693,503.9022868020128,180.39388122621176
152,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,27274.112369877184,136370561.84938592,272741123.69877183,272741.1236987718,1413.3812648055434,2544086.276649978,2289677.6489849803,64.13318404477461,186.6087283922759,111.96523703536555,6818.528092469296,10263.480061575176,245.80130109838848,19034.090296012142,17327.809455142862,-1706.28084086928,0.0029779423734567906,106.31825308578065,160.0338454178374,3.832669541664768,296.7900405930803,270.18476804528285,-26.605272547797426,1.7458237681945896,Malonate,C3H2O4,102.04378,2.0,199,CO_1:H2_0,1.5840672073053021,0.107,0.38981379721528,90,770.1248646730162,-75.83470403863475,3.3921655498220558,576.6681434697495,193.45672120326674
153,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,65014.6308589157,325073154.2945785,650146308.589157,650146.308589157,3369.1458019997,6064462.44359946,5458016.199239514,152.87739633583902,444.8283202380204,266.8969921428122,16253.657714728924,24465.55761309112,585.9285405453829,45372.48866427808,41305.14386836543,-4067.3447959126497,0.0029779423734567897,106.31825308578063,160.0338454178374,3.832669541664766,296.79004059308016,270.1847680452828,-26.60527254779737,1.7458237681945896,Nonane,C9H20,128.2531,6.222222222222222,151,CO_1:H2_0,6.519842405368757,0.0357142857142857,0.163529734278574,90,1835.7841719273526,-180.77087981833938,5.342246134311789,908.1818428330041,927.6023290943485
154,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,65176.83141327864,325884157.0663932,651768314.1327864,651768.3141327864,3377.551253351101,6079592.256031982,5471633.030428784,153.2587996924011,445.93809197994597,267.56285518796756,16294.20785331966,24526.59505889703,587.3903335731674,45485.685381954485,41408.19324578986,-4077.4921361646266,0.0029779423734567897,106.31825308578063,160.03384541783743,3.832669541664768,296.7900405930803,270.1847680452828,-26.605272547797483,1.7458237681945898,Octane,C8H18,114.22672,6.25,126,CO_1:H2_0,6.549868542141453,0.04,0.163122770439129,90,1840.3641442573264,-181.2218727184281,5.3418139106571045,908.1083648117078,932.2557794456186
155,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,66041.83855220575,330209192.76102877,660418385.5220575,660418.3855220575,3422.377089202423,6160278.760564362,5544250.884507925,155.29280399980163,451.85644708739596,271.11386825243756,16510.459638051438,24852.10458980678,595.1859999297561,46089.35760291439,41957.750227787976,-4131.607375126412,0.0029779423734567897,106.31825308578063,160.0338454178374,3.832669541664766,296.7900405930803,270.18476804528285,-26.605272547797426,1.7458237681945898,Pentane,C5H12,72.14758,6.4,36.1,CO_1:H2_0,6.70999637132666,0.0625,0.160986210282042,90,1864.7888990127992,-183.62699445006263,5.339508884337231,907.7165103373293,957.0723886754699
156,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,56044.119944318474,280220599.72159237,560441199.4431847,560441.1994431848,2904.2818353751295,5227707.303675233,4704936.57330771,131.78386193737697,383.45233072457836,230.071398434747,14011.02998607962,21089.87818985181,505.0839937303395,39112.137733906995,35605.99216966177,-3506.1455642452274,0.0029779423734567906,106.31825308578065,160.0338454178374,3.832669541664767,296.7900405930803,270.1847680452828,-26.605272547797483,1.7458237681945896,Pentanol-PW1,C5H12O,88.14658,6.0,138,CO_1:H2_0,5.389445795324912,0.0602816901408451,0.189704563460736,90,1582.4885408738562,-155.82869174423237,4.835949690663844,822.1114474128534,760.3770934610028
157,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,56044.119944318474,280220599.72159237,560441199.4431847,560441.1994431848,2904.2818353751295,5227707.303675233,4704936.57330771,131.78386193737697,383.45233072457836,230.071398434747,14011.02998607962,21089.87818985181,505.0839937303395,39112.137733906995,35605.99216966177,-3506.1455642452274,0.0029779423734567906,106.31825308578065,160.0338454178374,3.832669541664767,296.7900405930803,270.1847680452828,-26.605272547797483,1.7458237681945896,Pentanol-PW2,C5H12O,88.14658,6.0,138,CO_1:H2_0,5.389445795324912,0.0602816901408451,0.189704563460736,90,1582.4885408738562,-155.82869174423237,4.835949690663844,822.1114474128534,760.3770934610028
158,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,140473.33458339245,702366672.9169623,1404733345.8339245,1404733.3458339246,7279.5175370842535,13103131.566751657,11792818.410076492,330.31330582071956,961.1147004212338,576.6688202527403,35118.33364584811,52861.308523167856,1265.9817464256712,98033.69944296585,89245.62391544165,-8788.075527524197,0.0029779423734567897,106.31825308578063,160.03384541783734,3.832669541664768,296.7900405930801,270.1847680452828,-26.605272547797313,1.745823768194589,Phenol,C6H6O,94.11023999999999,4.666666666666667,181.7,CO_1:H2_0,10.847570643061944,0.0225263157894737,0.0756857188598057,90,3966.4721740196296,-390.5811345566297,14.782154701504284,2512.9662992557282,1453.5058747639014
159,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,67535.69396434107,337678469.8217054,675356939.6434108,675356.9396434108,3499.790690173443,6299623.242312198,5669660.918080978,158.8055014171728,462.0773648235996,277.2464188941598,16883.923491085272,25414.25506529798,608.6490083303989,47131.89121200716,42906.827564713654,-4225.0636472935075,0.00297794237345679,106.31825308578064,160.03384541783737,3.832669541664766,296.79004059308016,270.1847680452828,-26.60527254779737,1.7458237681945892,Propane-PW1,C3H8,44.09482,6.666666666666667,-42,CO_1:H2_0,6.986534926324679,0.1,0.157425276686898,90,1906.9701139872734,-187.78060654637792,5.3355281356379765,907.039783058456,999.9303309288174
160,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,67535.69396434107,337678469.8217054,675356939.6434108,675356.9396434108,3499.790690173443,6299623.242312198,5669660.918080978,158.8055014171728,462.0773648235996,277.2464188941598,16883.923491085272,25414.25506529798,608.6490083303989,47131.89121200716,42906.827564713654,-4225.0636472935075,0.00297794237345679,106.31825308578064,160.03384541783737,3.832669541664766,296.79004059308016,270.1847680452828,-26.60527254779737,1.7458237681945892,Propane-PW2,C3H8,44.09482,6.666666666666667,-42,CO_1:H2_0,6.986534926324679,0.1,0.157425276686898,90,1906.9701139872734,-187.78060654637792,5.3355281356379765,907.039783058456,999.9303309288174
161,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,57064.622586788406,285323112.933942,570646225.867884,570646.225867884,2957.1656578068564,5322898.184052342,4790608.365647107,134.18350313926578,390.43458180023924,234.26074908014354,14266.155646697101,21473.90199901316,514.2810254757427,39824.327343624405,36254.338671186,-3569.988672438405,0.00297794237345679,106.31825308578064,160.0338454178374,3.832669541664768,296.7900405930803,270.1847680452828,-26.605272547797483,1.7458237681945896,Shikimate,C7H9O5,173.14046000000002,3.857142857142857,400.5,CO_1:H2_0,4.216648320713383,0.0301408450704225,0.18631202357307,90,1611.3039409416,-158.6661632194847,6.194940527292997,1053.1398896398096,558.1640513017906
162,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,138959.4984951127,694797492.4755635,1389594984.951127,1389594.984951127,7201.068510544193,12961923.318979546,11665730.987081593,326.7536252288593,950.7570754471498,570.4542452682898,34739.87462377818,52291.63914959324,1252.3386670431933,96977.22169560927,88283.85244041462,-8693.369255194659,0.00297794237345679,106.31825308578064,160.0338454178374,3.832669541664767,296.79004059308016,270.1847680452828,-26.60527254779737,1.7458237681945896,Styrene,C8H8,104.14832,5.0,145,CO_1:H2_0,11.113207290898947,0.0205769230769231,0.0765102452420839,90,3923.726775129539,-386.37196689753955,14.24031472102505,2420.8535025742585,1502.8732725552804
163,CarbonMonoxide,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,90.0,30,FormicAcid,10.0,0.5,0.025,55,170,60,1500,20,0.95,1,24577.655104690148,122888275.52345075,245776551.0469015,245776.5510469015,1273.6472148654498,2292564.9867578098,2063308.488082029,57.79265175863121,168.15964177868534,100.8957850672112,6144.413776172538,9248.780297827694,221.50013612734455,17152.283461425905,15614.694210127576,-1537.5892512983282,0.0029779423734567897,106.31825308578063,160.03384541783737,3.832669541664767,296.79004059308016,270.1847680452828,-26.60527254779737,1.7458237681945892,Succinate,C4H4O4,116.07016,3.0,235,CO_1:H2_0,1.626521069219374,0.104390243902439,0.432580946526066,90,693.9864093390034,-68.3373000577033,2.8577360448789015,485.81512762941327,208.17128170959018
164,CarbonMonoxide_0.5,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,66.7,30,Hydrogen,33.3,0.3335,0.025,55,170,60,1500,20,0.95,1,33877.08345917438,169385417.29587188,338770834.59174377,338770.83459174377,1755.5561265609927,3160001.0278097866,2107720.685549128,59.03662408602541,154.60131228502854,92.76078737101712,8469.270864793594,8503.07217567657,305.308971333583,15769.33385307291,17277.652011803748,1508.3181587308372,0.004018213097617857,138.47223707401264,139.02488714374377,4.991789368205212,257.82797252112476,282.48891358596165,24.66094106483689,1.5712413913751306,1-3-Butanediol-PW1,C4H10O2,90.1192,5.5,207,CO_1:H2_0.5,1.6278440110431611,0.136363636363636,0.423465948248856,90,741.2085244375171,64.7066092112179,2.4948576498909323,424.1258004814585,317.0827239560586
165,CarbonMonoxide_0.5,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,66.7,30,Hydrogen,33.3,0.3335,0.025,55,170,60,1500,20,0.95,1,33877.08345917438,169385417.29587188,338770834.59174377,338770.83459174377,1755.5561265609927,3160001.0278097866,2107720.685549128,59.03662408602541,154.60131228502854,92.76078737101712,8469.270864793594,8503.07217567657,305.308971333583,15769.33385307291,17277.652011803748,1508.3181587308372,0.004018213097617857,138.47223707401264,139.02488714374377,4.991789368205212,257.82797252112476,282.48891358596165,24.66094106483689,1.5712413913751306,1-3-Butanediol-PW2,C4H10O2,90.1192,5.5,207,CO_1:H2_0.5,1.6278440110431578,0.136363636363636,0.423465948248856,90,741.2085244375171,64.7066092112179,2.4948576498909354,424.125800481459,317.0827239560581
166,CarbonMonoxide_0.5,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,66.7,30,Hydrogen,33.3,0.3335,0.025,55,170,60,1500,20,0.95,1,49191.14642198397,245955732.10991985,491911464.2198397,491911.4642198397,2549.1515105703684,4588472.719026663,3060511.3035907843,85.7240034601868,224.48850411838407,134.69310247103044,12297.786605495994,12346.867726511124,443.32323740072064,22897.827420075177,25087.977569407838,2190.1501493326614,0.004018213097617858,138.47223707401267,139.02488714374377,4.991789368205214,257.8279725211248,282.48891358596165,24.66094106483684,1.571241391375131,1-3-Diaminopropane,C3H12N2,76.13958000000001,6.0,139.3,CO_1:H2_0.5,1.8780564466699718,0.111153846153846,0.291633603085405,90,1076.2702491425505,93.95709320771272,4.108303663153603,698.4116227361126,377.8586264064379
167,CarbonMonoxide_0.5,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,66.7,30,Hydrogen,33.3,0.3335,0.025,55,170,60,1500,20,0.95,1,29179.440771263053,145897203.85631526,291794407.7126305,291794.4077126305,1512.117950689221,2721812.311240598,1815448.811597479,50.85017657820191,133.1631703306751,79.89790219840505,7294.860192815763,7323.97436818713,262.9726096905467,13582.643373728859,14881.807170693439,1299.16379696458,0.004018213097617857,138.47223707401264,139.02488714374368,4.991789368205215,257.82797252112476,282.4889135859616,24.66094106483684,1.5712413913751306,1-3-Propanediol,C3H8O2,76.09282,5.333333333333333,213,CO_1:H2_0.5,1.3495360008999535,0.1875,0.491640377325982,90,638.4271616546919,55.733920343625954,2.2014818745847156,374.2519186794016,264.17524297529025
168,CarbonMonoxide_0.5,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,66.7,30,Hydrogen,33.3,0.3335,0.025,55,170,60,1500,20,0.95,1,63139.89288946446,315699464.4473223,631398928.8946446,631398.9288946446,3271.994353530622,5889589.83635512,3928356.420848865,110.03208484105046,288.1449434692642,172.8869660815585,15784.973222366116,15847.971890809531,569.0329207774375,29390.784233864946,32201.978033953084,2811.1938000881382,0.004018213097617857,138.47223707401264,139.02488714374368,4.991789368205214,257.82797252112465,282.4889135859616,24.66094106483689,1.5712413913751304,1-4-Butanediol,C4H10O2,90.1192,5.5,230,CO_1:H2_0.5,2.4012107332446218,0.073164556962025,0.227206455608965,90,1381.4597380598532,120.59976708916791,5.282654425935755,898.0512524090784,483.40848565077476
169,CarbonMonoxide_0.5,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,66.7,30,Hydrogen,33.3,0.3335,0.025,55,170,60,1500,20,0.95,1,63524.33613206926,317621680.66034627,635243361.3206925,635243.3613206926,3291.9167205396698,5925450.096971406,3952275.214679928,110.7020430806204,289.8993869967727,173.9396321980636,15881.084033017316,15944.466284822498,572.4976219544814,29569.73747367081,32398.047939794295,2828.310466123483,0.004018213097617857,138.47223707401264,139.02488714374368,4.991789368205214,257.82797252112465,282.4889135859616,24.66094106483689,1.5712413913751302,1-Propanol-PW1,C3H8O,60.09382,6.0,97,CO_1:H2_0.5,2.7773733768055755,0.109056603773585,0.225831423741596,90,1389.8711058484787,121.3340693408095,4.953276943108362,842.0570803284215,547.8140255200572
170,CarbonMonoxide_0.5,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,66.7,30,Hydrogen,33.3,0.3335,0.025,55,170,60,1500,20,0.95,1,41566.49013321057,207832450.66605288,415664901.33210576,415664.90133210574,2154.0315446852014,3877256.7804333623,2586130.2725490527,72.4367330950172,189.69265549147306,113.81559329488383,10391.622533302645,10433.096052031018,374.60787791285674,19348.650860130252,21199.32646324652,1850.6756031162695,0.004018213097617858,138.47223707401267,139.02488714374377,4.9917893682052155,257.8279725211248,282.4889135859617,24.66094106483689,1.5712413913751309,1-Propanol-PW2,C3H8O,60.09382,6.0,97,CO_1:H2_0.5,2.197064523440176,0.166666666666667,0.345128761773489,90,909.4477349212307,79.39368914602397,2.8614062896657724,486.4390692431813,423.0086656780494
171,CarbonMonoxide_0.5,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,66.7,30,Hydrogen,33.3,0.3335,0.025,55,170,60,1500,20,0.95,1,33877.08345917429,169385417.29587144,338770834.5917429,338770.8345917429,1755.5561265609879,3160001.027809778,2107720.6855491223,59.036624086025256,154.60131228502811,92.76078737101686,8469.270864793572,8503.072175676547,305.3089713335823,15769.333853072867,17277.652011803704,1508.3181587308372,0.004018213097617857,138.47223707401264,139.02488714374377,4.991789368205215,257.82797252112465,282.48891358596165,24.66094106483695,1.5712413913751304,2-3-Butanediol,C4H10O2,90.1192,5.5,177,CO_1:H2_0.5,1.6278440110431538,0.136363636363636,0.423465948248857,90,741.2085244375152,64.7066092112179,2.49485764989093,424.1258004814581,317.08272395605707
172,CarbonMonoxide_0.5,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,66.7,30,Hydrogen,33.3,0.3335,0.025,55,170,60,1500,20,0.95,1,47229.83724187838,236149186.2093919,472298372.4187838,472298.3724187838,2447.5138252789498,4405524.885502109,2938485.098629907,82.3060860670941,215.53788198450368,129.3227291907022,11807.459310469596,11854.583509147702,425.647415662206,21984.863962419375,24087.690235279504,2102.8262728601294,0.004018213097617859,138.47223707401272,139.02488714374377,4.991789368205215,257.82797252112476,282.48891358596165,24.66094106483689,1.5712413913751309,2-Methyl-1-Butanol,C5H12O,88.14658,6.0,129,CO_1:H2_0.5,2.4964099571418426,0.1,0.303744245348036,90,1033.3580815380476,90.21091279013335,3.251266895778256,552.7153722823035,480.6427092557441
173,CarbonMonoxide_0.5,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,66.7,30,Hydrogen,33.3,0.3335,0.025,55,170,60,1500,20,0.95,1,54986.07305134878,274930365.2567439,549860730.5134878,549860.7305134878,2849.452419277956,5129014.35470032,3421052.5745851137,95.82265629835666,250.9342063458181,150.56052380749085,13746.518262837197,13801.381349019995,495.5486035629846,25595.289047273443,28043.448215420176,2448.1591681467326,0.004018213097617858,138.47223707401267,139.02488714374377,4.991789368205214,257.82797252112465,282.48891358596165,24.66094106483695,1.5712413913751306,3-Methyl-1-Pentanol,C6H14O,102.17295999999999,6.0,153,CO_1:H2_0.5,2.74540977963853,0.074102564102564,0.260898632596441,90,1203.0594699841681,105.02563909555114,3.9461690562499516,670.8487395624918,532.2107304216763
174,CarbonMonoxide_0.5,CO,1,0,1,28.009700000000002,2,Ideal-Best,2,500,66.7,30,Hydrogen,33.3,0.3335,0.025,55,170,60,1500,20,0.95,1,126491.82097202423,632459104.8601211,1264918209.7202423,1264918.2097202423,6554.976656562079,11798957.981811743,7869904.973868433,220.4336773465627,577.2575298332495,346.35451789994966,31622.955243006058,31749.16414082872,1139.9767571379255,58880.26804299144,64512.09614097271,5631.82809798127,0.004018213097617857,138.47223707401264,139.02488714374368,4.991789368205213,257.82797252112465,282.4889135859616,24.66094106483695,1.5712413913751302,4-Hydroxystyrene,C8H8O,120.14732,4.75,229,CO_1:H2_0.5,3.892416047244209,0.02739336492891,0.113412797449708,90,2767.5586680617284,241.60453003328294,11.501118081642442,1955.190073879215,812.3685941825133
